,BUILDERS,SIZE,PROPERTY_TYPE,PROPERTY_ADDRESS,CITY,AREA,RATE_SQFT,PRICE,CONSTRUCTION_STATUS,LISTED_BY
1506,B Kumar and BrothersAGENT0,5 BHK,Villa,Tilak,Delhi,6521 ,"1,37,701", 89.79 Cr,Ready to move,AGENT
1507,B Kumar and BrothersAGENT0,4 BHK,Independent,Tilak,Delhi,5896 ,"68,538", 40.41 Cr,Ready to move,AGENT
1508,B Kumar and BrothersAGENT0,4 BHK,Independent,Tilak,Delhi,5896 ,"51,054", 30.1 Cr,Ready to move,AGENT
1509,B Kumar and BrothersAGENT0,4 BHK,Independent,Tilak,Delhi,5561 ,"51,239", 28.49 Cr,Ready to move,AGENT
1510,B Kumar and BrothersAGENT0,4 BHK,Independent,Tilak,Delhi,4562 ,"66,001", 30.11 Cr,Ready to move,AGENT
1511,B Kumar and BrothersAGENT0,4 BHK,Independent,Tilak,Delhi,4562 ,"54,025", 24.64 Cr,Ready to move,AGENT
1512,B Kumar and BrothersAGENT0,4 BHK,Villa,Lodhi,Delhi,5896 ,"1,51,960", 89.59 Cr,Ready to move,AGENT
1513,B Kumar and BrothersAGENT0,4 BHK,Villa,Lodhi,Delhi,6251 ,"1,03,122", 64.46 Cr,Ready to move,AGENT
1514,B Kumar and BrothersAGENT0,5 BHK,Independent,Lodhi,Delhi,6521 ,"39,096", 25.49 Cr,Ready to move,AGENT
1515,B Kumar and BrothersAGENT0,4 BHK,Independent,Lodhi,Delhi,5896 ,"46,616", 27.48 Cr,Ready to move,AGENT
1516,B Kumar and BrothersAGENT0,4 BHK,Villa,Lodhi,Delhi,5896 ,"51,053", 30.1 Cr,Ready to move,AGENT
1517,B Kumar and BrothersAGENT0,4 BHK,Independent,Lodhi,Delhi,5896 ,"41,794", 24.64 Cr,Ready to move,AGENT
1518,B Kumar and BrothersAGENT0,4 BHK,Independent,Lodhi,Delhi,5562 ,"54,135", 30.11 Cr,Ready to move,AGENT
1519,B Kumar and BrothersAGENT0,4 BHK,Independent,Tilak,Delhi,5569 ,"1,57,738", 87.84 Cr,Ready to move,AGENT
1520,malik katyal associatesAGENT0,4 BHK,Independent,Preet,Delhi,3240 ,"16,358", 5.3 Cr,Ready to move,AGENT
1521,B Kumar and BrothersAGENT0,3 BHK,Independent,Navjeevan,Delhi,2156 ,"22,632", 4.87 Cr,Ready to move,AGENT
1522,B Kumar and BrothersAGENT0,3 BHK,Independent,Navjeevan,Delhi,2253 ,"20,236", 4.55 Cr,Ready to move,AGENT
1523,B Kumar and BrothersAGENT0,3 BHK,Independent,Sarvodaya,Delhi,1856 ,"21,279", 3.94 Cr,Ready to move,AGENT
1524,B Kumar and BrothersAGENT0,3 BHK,Independent,Navjeevan,Delhi,1856 ,"21,611", 4.01 Cr,Ready to move,AGENT
1525,B Kumar and BrothersAGENT0,3 BHK,Independent,Navjeevan,Delhi,1856 ,"21,606", 4.01 Cr,Ready to move,AGENT
1526,B Kumar and BrothersAGENT0,3 BHK,Independent,Navjeevan,Delhi,1856 ,"21,557", 4 Cr,Ready to move,AGENT
1527,B Kumar and BrothersAGENT0,4 BHK,Independent,Sarvodaya,Delhi,5412 ,"16,849", 9.11 Cr,Ready to move,AGENT
1528,B Kumar and BrothersAGENT0,5 BHK,Independent,Sarvodaya,Delhi,6521 ,"77,294", 50.4 Cr,Ready to move,AGENT
1529,B Kumar and BrothersAGENT0,4 BHK,Villa,Sarvodaya,Delhi,2745 ,"67,376", 18.49 Cr,Ready to move,AGENT
1530,B Kumar and BrothersAGENT0,3 BHK,Villa,Sarvodaya,Delhi,1856 ,"64,763", 12.02 Cr,Ready to move,AGENT
1531,B Kumar and BrothersAGENT0,4 BHK,Villa,Sarvodaya,Delhi,5896 ,"68,013", 40.1 Cr,Ready to move,AGENT
1532,B Kumar and BrothersAGENT0,4 BHK,Villa,Sarvodaya,Delhi,4562 ,"65,982", 30.1 Cr,Ready to move,AGENT
1533,B Kumar and BrothersAGENT0,4 BHK,Villa,Sarvodaya,Delhi,3652 ,"67,064", 24.49 Cr,Ready to move,AGENT
1534,B Kumar and BrothersAGENT0,4 BHK,Independent,Sarvodaya,Delhi,4562 ,"19,079", 8.7 Cr,Ready to move,AGENT
1535,B Kumar and BrothersAGENT0,4 BHK,Independent,Sarvodaya,Delhi,3621 ,"20,447", 7.4 Cr,Ready to move,AGENT
1536,B Kumar and BrothersAGENT0,4 BHK,Independent,Sarvodaya,Delhi,5569 ,"33,210", 18.49 Cr,Ready to move,AGENT
1537,B Kumar and BrothersAGENT0,5 BHK,Independent,Sarvodaya,Delhi,6521 ,"23,715", 15.46 Cr,Ready to move,AGENT
1538,B Kumar and BrothersAGENT0,4 BHK,Independent,Sarvodaya,Delhi,6281 ,"19,138", 12.02 Cr,Ready to move,AGENT
1539,B Kumar and BrothersAGENT0,3 BHK,Independent,Navjeevan,Delhi,2745 ,"20,570", 5.64 Cr,Ready to move,AGENT
1540,B Kumar and BrothersAGENT0,3 BHK,Independent,Navjeevan,Delhi,2745 ,"22,004", 6.04 Cr,Ready to move,AGENT
1541,B Kumar and BrothersAGENT0,3 BHK,Independent,Navjeevan,Delhi,2745 ,"18,362", 5.04 Cr,Ready to move,AGENT
1542,B Kumar and BrothersAGENT0,3 BHK,Independent,Navjeevan,Delhi,2745 ,"20,006", 5.49 Cr,Ready to move,AGENT
1543,B Kumar and BrothersAGENT0,3 BHK,Independent,Navjeevan,Delhi,2256 ,"20,365", 4.59 Cr,Ready to move,AGENT
1544,B Kumar and BrothersAGENT0,3 BHK,Independent,Navjeevan,Delhi,2253 ,"20,193", 4.54 Cr,Ready to move,AGENT
1545,B Kumar and BrothersAGENT0,3 BHK,Independent,Navjeevan,Delhi,2564 ,"23,518", 6.03 Cr,Ready to move,AGENT
1546,B Kumar and BrothersAGENT0,4 BHK,Independent,Navjeevan,Delhi,6251 ,"24,739", 15.46 Cr,Ready to move,AGENT
1547,B Kumar and BrothersAGENT0,4 BHK,Independent,Navjeevan,Delhi,6251 ,"17,629", 11.02 Cr,Ready to move,AGENT
1548,B Kumar and BrothersAGENT0,4 BHK,Independent,Navjeevan,Delhi,5412 ,"16,704", 9.04 Cr,Ready to move,AGENT
1549,B Kumar and BrothersAGENT0,4 BHK,Independent,Navjeevan,Delhi,4562 ,"17,632", 8.04 Cr,Ready to move,AGENT
1550,B Kumar and BrothersAGENT0,4 BHK,Independent,Navjeevan,Delhi,3621 ,"19,443", 7.04 Cr,Ready to move,AGENT
1551,Growmax Wealth Management ServicesAGENT0,4 BHK,Apartment,Shanti,Delhi,2302 ,"7,819", 1.8 Cr,Ready to move,AGENT
1552,Growmax Wealth Management ServicesAGENT0,3 BHK,Apartment,Shanti,Delhi,1843 ,"8,247", 1.52 Cr,Ready to move,AGENT
1553,B Kumar and BrothersAGENT0,4 BHK,Independent,Hauz,Delhi,6521 ,"23,756", 15.49 Cr,Ready to move,AGENT
1554,B Kumar and BrothersAGENT0,4 BHK,Independent,Hauz,Delhi,6251 ,"16,349", 10.22 Cr,Ready to move,AGENT
1555,B Kumar and BrothersAGENT0,4 BHK,Independent,Hauz,Delhi,5412 ,"16,648", 9.01 Cr,Ready to move,AGENT
1556,B Kumar and BrothersAGENT0,4 BHK,Independent,Hauz,Delhi,4562 ,"17,632", 8.04 Cr,Ready to move,AGENT
1557,B Kumar and BrothersAGENT0,4 BHK,Independent,Hauz,Delhi,3621 ,"19,453", 7.04 Cr,Ready to move,AGENT
1558,B Kumar and BrothersAGENT0,5 BHK,Independent,Hauz,Delhi,6521 ,"26,813", 17.48 Cr,Ready to move,AGENT
1559,AMIT GAUTAMAGENT0,3 BHK,Apartment,Burari,Delhi,900 ,"5,000", 45 L,Ready to move,AGENT
1560,Jagdamba AssociatesAGENT0,3 BHK,Independent,Rohini,Delhi,1150 ,"12,173", 1.4 Cr,Ready to move,AGENT
1561,Jagdamba AssociatesAGENT0,2 BHK,ApartmentSector,Sector,Delhi,900 ,"13,888", 1.25 Cr,Ready to move,AGENT
1562,Jagdamba AssociatesAGENT0,2 BHK,Apartment,Sector,Delhi,950 ,"16,842", 1.6 Cr,Ready to move,AGENT
1563,Yogesh SharmaAGENT0,3 BHK,ApartmentSector,Sector,Delhi,1750 ,"9,428", 1.65 Cr,Ready to move,AGENT
1564,Jagdamba AssociatesAGENT0,3 BHK,Independent,Rohini,Delhi,1150 ,"13,217", 1.52 Cr,Ready to move,AGENT
1565,Khanna PropertiesBUILDER0,2 BHK,Apartment,Sector,Delhi,500 ,"4,000", 20 L,Ready to move,BUILDER
1566,CHILLAR HOMESAGENT0,4 BHK,Independent,Sector,Delhi,1890 ,"13,121", 2.48 Cr,Under Construction,AGENT
1567,Earth Care AssociatesAGENT0,3 BHK,Apartment,Dwarka,Delhi,1400 ,"3,928", 55 L,Ready to move,AGENT
1568,Earth Care AssociatesAGENT0,2 BHK,Apartment,Dwarka,Delhi,1300 ,"2,692", 35 L,Ready to move,AGENT
1569,Jagdamba AssociatesAGENT0,4 BHK,Independent,Pitampura,Delhi,2475 ,"22,626", 5.6 Cr,Ready to move,AGENT
1570,Jas buildtech LtdAGENT0,3 BHK,Independent,Sector,Delhi,1025 ,"19,024", 1.95 Cr,Ready to move,AGENT
1571,Jagdamba AssociatesAGENT0,2 BHK,Independent,Sector,Delhi,720 ,"12,500", 90 L,Ready to move,AGENT
1572,Yogesh SharmaAGENT0,3 BHK,Apartment,Sector,Delhi,1700 ,"8,823", 1.5 Cr,Ready to move,AGENT
1573,Jagdamba AssociatesAGENT0,3 BHK,Independent,Sector,Delhi,1350 ,"12,592", 1.7 Cr,Ready to move,AGENT
1574,Yogesh SharmaAGENT0,3 BHK,Apartment,Sector,Delhi,2000 ,"15,750", 3.15 Cr,Ready to move,AGENT
1575,Jagdamba AssociatesAGENT0,3 BHK,Independent,Sector,Delhi,1000 ,"12,500", 1.25 Cr,Ready to move,AGENT
1576,Yogesh SharmaAGENT0,3 BHK,ApartmentSector,Sector,Delhi,1600 ,"9,062", 1.45 Cr,Ready to move,AGENT
1577,Jorawar SinghOWNER,2 BHK,Independent,Vishnu,Delhi,810 ,"7,283", 59 L,Ready to move,OWNER
1578,Shubh GuptaOWNER,3 BHK,Apartment,Hari,Delhi,2000 ,"5,100", 1.02 Cr,Ready to move,OWNER
1579,B Kumar and BrothersAGENT0,5 BHK,Independent,Ghitorni,Delhi,6251 ,"24,783", 15.49 Cr,Ready to move,AGENT
1580,ProptigerCity Expert â§ AGENT4.81 Rating,1 BHK,Apartment,Vadapalani,Chennai,628 ,"9,800", 61.54 L,Ready to move, â§ AGENT
1581,ProptigerCity Expert â§ AGENT4.81 Rating,3 BHK,Apartment,Vadapalani,Chennai,1777 ,"10,500", 1.86 Cr,Ready to move, â§ AGENT
1582,ProptigerCity Expert â§ AGENT4.81 Rating,2 BHK,Apartment,Vadapalani,Chennai,638 ,"9,800", 62.52 L,Ready to move, â§ AGENT
1583,ProptigerCity Expert â§ AGENT4.81 Rating,2 BHK,Apartment,Vadapalani,Chennai,1080 ,"10,500", 1.13 Cr,Ready to move, â§ AGENT
1584,ProptigerCity Expert â§ AGENT4.81 Rating,2 BHK,Apartment,Vadapalani,Chennai,1077 ,"10,500", 1.13 Cr,Ready to move, â§ AGENT
1585,ProptigerCity Expert â§ AGENT4.81 Rating,3 BHK,Apartment,Vadapalani,Chennai,1434 ,"10,500", 1.5 Cr,Ready to move, â§ AGENT
1586,ProptigerCity Expert â§ AGENT4.81 Rating,3 BHK,Apartment,Vadapalani,Chennai,1428 ,"10,500", 1.49 Cr,Ready to move, â§ AGENT
1587,ProptigerCity Expert â§ AGENT4.81 Rating,3 BHK,Apartment,Vadapalani,Chennai,1423 ,"10,500", 1.49 Cr,Ready to move, â§ AGENT
1588,ProptigerCity Expert â§ AGENT4.81 Rating,2 BHK,Apartment,Vadapalani,Chennai,1163 ,"10,500", 1.22 Cr,Ready to move, â§ AGENT
1589,ProptigerCity Expert â§ AGENT4.81 Rating,3 BHK,Apartment,Vadapalani,Chennai,1421 ,"10,500", 1.49 Cr,Ready to move, â§ AGENT
1590,ProptigerCity Expert â§ AGENT4.81 Rating,2 BHK,Apartment,Vadapalani,Chennai,1168 ,"10,500", 1.22 Cr,Ready to move, â§ AGENT
1591,ProptigerCity Expert â§ AGENT4.81 Rating,3 BHK,Apartment,Vadapalani,Chennai,1680 ,"10,500", 1.76 Cr,Ready to move, â§ AGENT
1592,ProptigerCity Expert â§ AGENT4.81 Rating,3 BHK,Apartment,Vadapalani,Chennai,1645 ,"10,500", 1.72 Cr,Ready to move, â§ AGENT
1593,ProptigerCity Expert â§ AGENT4.81 Rating,3 BHK,Apartment,Vadapalani,Chennai,1707 ,"10,500", 1.79 Cr,Ready to move, â§ AGENT
1594,ProptigerCity Expert â§ AGENT4.81 Rating,2 BHK,Apartment,Vadapalani,Chennai,983 ,"10,500", 1.03 Cr,Ready to move, â§ AGENT
1595,ProptigerCity Expert â§ AGENT4.81 Rating,2 BHK,Apartment,Vadapalani,Chennai,980 ,"10,500", 1.02 Cr,Ready to move, â§ AGENT
1596,ProptigerCity Expert â§ AGENT4.81 Rating,3 BHK,Apartment,Vadapalani,Chennai,2400 ,"9,700", 2.32 Cr,Ready to move, â§ AGENT
1597,ProptigerCity Expert â§ AGENT4.81 Rating,3 BHK,Apartment,Vadapalani,Chennai,2272 ,"9,700", 2.2 Cr,Ready to move, â§ AGENT
1598,ProptigerCity Expert â§ AGENT4.81 Rating,3 BHK,Apartment,Vadapalani,Chennai,2908 ,"9,700", 2.82 Cr,Ready to move, â§ AGENT
1599,ProptigerCity Expert â§ AGENT4.81 Rating,2 BHK,Apartment,Vadapalani,Chennai,631 ,"9,500", 59.94 L,Ready to move, â§ AGENT
1600,ProptigerCity Expert â§ AGENT4.81 Rating,2 BHK,Apartment,Vadapalani,Chennai,979 ,"10,500", 1.02 Cr,Ready to move, â§ AGENT
1601,ProptigerCity Expert â§ AGENT4.81 Rating,2 BHK,Apartment,Vadapalani,Chennai,981 ,"10,500", 1.03 Cr,Ready to move, â§ AGENT
1602,ProptigerCity Expert â§ AGENT4.81 Rating,1 BHK,Apartment,Vadapalani,Chennai,631 ,"9,800", 61.83 L,Ready to move, â§ AGENT
1603,ProptigerCity Expert â§ AGENT4.81 Rating,2 BHK,Apartment,Thaiyur,Chennai,1068 ,"3,800", 40.58 L,Under Construction, â§ AGENT
1604,ProptigerCity Expert â§ AGENT4.81 Rating,2 BHK,Apartment,Thaiyur,Chennai,1042 ,"3,800", 39.59 L,Under Construction, â§ AGENT
1605,ProptigerCity Expert â§ AGENT4.81 Rating,2 BHK,Apartment,Thaiyur,Chennai,1033 ,"3,800", 39.25 L,Under Construction, â§ AGENT
1606,ProptigerCity Expert â§ AGENT4.81 Rating,3 BHK,Apartment,Thaiyur,Chennai,1505 ,"3,800", 57.19 L,Under Construction, â§ AGENT
1607,ProptigerCity Expert â§ AGENT4.81 Rating,3 BHK,Apartment,Thaiyur,Chennai,1518 ,"3,800", 57.68 L,Under Construction, â§ AGENT
1608,ProptigerCity Expert â§ AGENT4.81 Rating,3 BHK,Apartment,Thaiyur,Chennai,1525 ,"3,800", 57.95 L,Under Construction, â§ AGENT
1609,ProptigerCity Expert â§ AGENT4.81 Rating,3 BHK,Apartment,Thaiyur,Chennai,1538 ,"3,800", 58.44 L,Under Construction, â§ AGENT
1610,ProptigerCity Expert â§ AGENT4.81 Rating,2 BHK,Apartment,Thaiyur,Chennai,1294 ,"3,800", 49.17 L,Under Construction, â§ AGENT
1611,ProptigerCity Expert â§ AGENT4.81 Rating,2 BHK,Apartment,Thaiyur,Chennai,1274 ,"3,800", 48.41 L,Under Construction, â§ AGENT
1612,ProptigerCity Expert â§ AGENT4.81 Rating,2 BHK,Apartment,Thaiyur,Chennai,1078 ,"3,800", 40.96 L,Under Construction, â§ AGENT
1613,ProptigerCity Expert â§ AGENT4.81 Rating,2 BHK,Apartment,Thaiyur,Chennai,1370 ,"3,800", 52.06 L,Under Construction, â§ AGENT
1614,ProptigerCity Expert â§ AGENT4.81 Rating,2 BHK,Apartment,Thaiyur,Chennai,1390 ,"3,800", 52.82 L,Under Construction, â§ AGENT
1615,ProptigerCity Expert â§ AGENT4.81 Rating,2 BHK,Apartment,Thaiyur,Chennai,1425 ,"3,800", 54.15 L,Under Construction, â§ AGENT
1616,ProptigerCity Expert â§ AGENT4.81 Rating,3 BHK,Apartment,Thaiyur,Chennai,1552 ,"3,800", 58.97 L,Under Construction, â§ AGENT
1617,ProptigerCity Expert â§ AGENT4.81 Rating,3 BHK,Apartment,Thiruvanmiyur,Chennai,1430 ,"12,500", 1.78 Cr,Ready to move, â§ AGENT
1618,ProptigerCity Expert â§ AGENT4.81 Rating,3 BHK,Apartment,Thiruvanmiyur,Chennai,1531 ,"12,500", 1.91 Cr,Ready to move, â§ AGENT
1619,ProptigerCity Expert â§ AGENT4.81 Rating,3 BHK,Apartment,Thiruvanmiyur,Chennai,1832 ,"12,500", 2.29 Cr,Ready to move, â§ AGENT
1620,ProptigerCity Expert â§ AGENT4.81 Rating,3 BHK,Apartment,Thiruvanmiyur,Chennai,1871 ,"12,500", 2.33 Cr,Ready to move, â§ AGENT
1621,ProptigerCity Expert â§ AGENT4.81 Rating,3 BHK,Apartment,Thiruvanmiyur,Chennai,1937 ,"12,500", 2.42 Cr,Ready to move, â§ AGENT
1622,ProptigerCity Expert â§ AGENT4.81 Rating,3 BHK,Apartment,Thiruvanmiyur,Chennai,1969 ,"12,500", 2.46 Cr,Ready to move, â§ AGENT
1623,ProptigerCity Expert â§ AGENT4.81 Rating,2 BHK,Apartment,Thiruvanmiyur,Chennai,1431 ,"12,500", 1.78 Cr,Ready to move, â§ AGENT
1624,ProptigerCity Expert â§ AGENT4.81 Rating,3 BHK,Apartment,Thiruvanmiyur,Chennai,1831 ,"12,500", 2.28 Cr,Ready to move, â§ AGENT
1625,ProptigerCity Expert â§ AGENT4.81 Rating,3 BHK,Apartment,Thiruvanmiyur,Chennai,1938 ,"12,500", 2.42 Cr,Ready to move, â§ AGENT
1626,ProptigerCity Expert â§ AGENT4.81 Rating,3 BHK,Apartment,Thiruvanmiyur,Chennai,1970 ,"12,500", 2.46 Cr,Ready to move, â§ AGENT
1627,ProptigerAGENT0,3 BHK,Apartment,Perungudi,Chennai,1006 ,"7,200", 72.43 L,Under Construction,AGENT
1628,ProptigerAGENT0,3 BHK,Apartment,Sholinganallur,Chennai,1127 ,"4,850", 71.67 L,Under Construction,AGENT
1629,ProptigerAGENT0,2 BHK,Apartment,Kanathur,Chennai,600 ,"4,749", 28.49 L,Ready to move,AGENT
1630,ProptigerAGENT0,2 BHK,Apartment,Kanathur,Chennai,1100 ,"4,749", 52.23 L,Ready to move,AGENT
1631,ProptigerAGENT0,2 BHK,Apartment,Kanathur,Chennai,1100 ,"4,299", 47.28 L,Ready to move,AGENT
1632,ProptigerAGENT0,2 BHK,Apartment,Kanathur,Chennai,1226 ,"4,299", 52.7 L,Ready to move,AGENT
1633,Dee Star PropertiesAGENT0,3 BHK,Apartment,Porur,Chennai,1399 ,"6,647", 93 L,Under Construction,AGENT
1634,Bharathi ConstructionBUILDER0,2 BHK,Apartment,Anakaputhur,Chennai,786 ,"5,000", 39.3 L,Under Construction,BUILDER
1635,user2619OWNER,4 BHK,Independent,Tondiarpet,Chennai,1960 ,"6,122", 1.2 Cr,Under Construction,OWNER
1636,Nelson POWNER,2 BHK,Apartment,Chromepet,Chennai,1000 ,"5,200", 52 L,Ready to move,OWNER
1637,Nelson POWNER,2 BHK,Apartment,Chromepet,Chennai,1000 ,"5,200", 52 L,Ready to move,OWNER
1638,Nelson POWNER,2 BHK,Apartment,Chromepet,Chennai,1000 ,"5,200", 52 L,Ready to move,OWNER
1639,Nelson POWNER,2 BHK,Apartment,Chromepet,Chennai,1000 ,"5,200", 52 L,Ready to move,OWNER
1640,AliOWNER,3 BHK,ApartmentChoolaimedu,Choolaimedu,Chennai,1568 ,"12,930", 2.02 Cr,Ready to move,OWNER
1641,meenatchi realsBUILDER0,2 BHK,Independent,Maraimalai,Chennai,600 ,"3,916", 23.5 L,Under Construction,BUILDER
1642,ALAMELUOWNER,2 BHK,Independent,Peerakankaranai,Chennai,800 ,"4,050", 32.4 L,Under Construction,OWNER
1643,user0708OWNER,1 BHK,Apartment,Kolathur,Chennai,700 ,"9,285", 65 L,Ready to move,OWNER
1644,TharunOWNER,1 BHK,Apartment,Kolathur,Chennai,700 ,"9,285", 65 L,Ready to move,OWNER
1645,BaluAGENT0,2 BHK,ApartmentValasaravakkam,Valasaravakkam,Chennai,854 ,"7,500", 64.05 L,Ready to move,AGENT
1646,sellerOWNER,2 BHK,Independent,Ambattur,Chennai,972 ,"4,115", 40 L,Under Construction,OWNER
1647,BabuOWNER,3 BHK,Villa,Thirumudivakkam,Chennai,1001 ,"8,991", 90 L,Ready to move,OWNER
1648,user9691OWNER,1 BHK,Independent,Kattankulathur,Chennai,450 ,"4,000", 18 L,Under Construction,OWNER
1649,user9691OWNER,1 BHK,Independent,Kattankulathur,Chennai,450 ,"4,000", 18 L,Under Construction,OWNER
1650,user9691OWNER,1 BHK,Independent,Kattankulathur,Chennai,450 ,"4,000", 18 L,Under Construction,OWNER
1651,Samsur propertiesAGENT0,3 BHK,Villa,Perumanttunallur,Chennai,1167 ,"5,569", 65 L,Under Construction,AGENT
1652,user0787OWNER,2 BHK,ApartmentRagavendra,Ragavendra,Chennai,770 ,"4,850", 37.34 L,Under Construction,OWNER
1653,krishnaswamyOWNER,2 BHK,VillaSriperumbudur,Sriperumbudur,Chennai,1200 ,"2,083", 25 L,Ready to move,OWNER
1654,user6528OWNER,2 BHK,ApartmentMadipakkam,Madipakkam,Chennai,890 ,"5,393", 48 L,Ready to move,OWNER
1655,krishnaswamyOWNER,2 BHK,VillaSriperumbudur,Sriperumbudur,Chennai,1200 ,"2,083", 25 L,Ready to move,OWNER
1656,krishnaswamyOWNER,2 BHK,VillaSriperumbudur,Sriperumbudur,Chennai,1200 ,"2,083", 25 L,Ready to move,OWNER
1657,user2619OWNER,4 BHK,Independent,Tondiarpet,Chennai,1960 ,"6,122", 1.2 Cr,Under Construction,OWNER
1658,user2619OWNER,4 BHK,Independent,Tondiarpet,Chennai,1960 ,"6,122", 1.2 Cr,Under Construction,OWNER
1659,user2619OWNER,4 BHK,Independent,Tondiarpet,Chennai,1960 ,"6,122", 1.2 Cr,Under Construction,OWNER
1660,PROPLEAFAGENT0,2 BHK,Apartment,East,Chennai,1027 ,"6,950", 71.37 L,Under Construction,AGENT
1661,KISHORE PROMOTORSBUILDER0,2 BHK,Apartment,Korattur,Chennai,540 ,"4,629", 25 L,Ready to move,BUILDER
1662,MYPROP TELLERAGENT0,2 BHK,Apartment,Ayanambakkam,Chennai,870 ,"5,400", 46.98 L,Under Construction,AGENT
1663,MYPROP TELLERAGENT0,3 BHK,Apartment,Ayanambakkam,Chennai,1305 ,"5,400", 70.47 L,Under Construction,AGENT
1664,MYPROP TELLERAGENT0,2 BHK,Apartment,Ayanambakkam,Chennai,858 ,"5,400", 46.33 L,Under Construction,AGENT
1665,MYPROP TELLERAGENT0,2 BHK,Apartment,Ayanambakkam,Chennai,890 ,"5,400", 48.06 L,Under Construction,AGENT
1666,MYPROP TELLERAGENT0,3 BHK,Apartment,Ayanambakkam,Chennai,1285 ,"5,400", 69.39 L,Under Construction,AGENT
1667,MYPROP TELLERAGENT0,2 BHK,Apartment,Ayanambakkam,Chennai,848 ,"5,400", 45.79 L,Under Construction,AGENT
1668,INSTAPROPAGENT0,3 BHK,Apartment,Kotturpuram,Chennai,1976 ,"17,611", 3.48 Cr,Under Construction,AGENT
1669,ProptigerAGENT0,4 BHK,Apartment,Padur,Chennai,2223 ,"4,275", 95.03 L,Ready to move,AGENT
1670,vetrirealsBUILDER0,2 BHK,Independent,Vandalur,Chennai,800 ,"4,212", 33.69 L,Under Construction,BUILDER
1671,Franch RealtyAGENT0,3 BHK,ApartmentMogappair,Mogappair,Chennai,1393 ,"6,424", 89.5 L,Ready to move,AGENT
1672,ProptigerAGENT0,3 BHK,Apartment,Navallur,Chennai,1445 ,"6,350", 1.2 Cr,Under Construction,AGENT
1673,ProptigerAGENT0,4 BHK,Apartment,Navallur,Chennai,2945 ,"6,350", 1.87 Cr,Under Construction,AGENT
1674,ProptigerAGENT0,3 BHK,Apartment,Navallur,Chennai,2165 ,"6,350", 1.37 Cr,Under Construction,AGENT
1675,ProptigerAGENT0,2 BHK,Apartment,Navallur,Chennai,1295 ,"6,350", 82.23 L,Under Construction,AGENT
1676,ProptigerAGENT0,1 BHK,Apartment,Perungudi,Chennai,600 ,"7,200", 54 L,Under Construction,AGENT
1677,ProptigerAGENT0,2 BHK,Apartment,Perungudi,Chennai,867 ,"7,200", 76 L,Under Construction,AGENT
1678,ProptigerAGENT0,3 BHK,Apartment,Perungudi,Chennai,1006 ,"7,200", 88 L,Under Construction,AGENT
1679,ProptigerAGENT0,2 BHK,Apartment,Thalambur,Chennai,900 ,"3,199", 28.79 L,Under Construction,AGENT
1680,ProptigerAGENT0,2 BHK,Apartment,Thalambur,Chennai,880 ,"3,199", 38.38 L,Under Construction,AGENT
1681,ProptigerAGENT0,2 BHK,Apartment,Thalambur,Chennai,910 ,"3,199", 39.56 L,Under Construction,AGENT
1682,ProptigerAGENT0,4 BHK,Villa,Padur,Chennai,2185 ,"6,200", 1.35 Cr,Under Construction,AGENT
1683,ProptigerAGENT0,5 BHK,Villa,Padur,Chennai,3812 ,"6,200", 2.36 Cr,Under Construction,AGENT
1684,ProptigerAGENT0,3 BHK,Apartment,Thalambur,Chennai,1200 ,"3,199", 50.94 L,Under Construction,AGENT
1685,ProptigerAGENT0,2 BHK,Apartment,Thalambur,Chennai,960 ,"3,199", 41.52 L,Under Construction,AGENT
1686,ProptigerAGENT0,1 BHK,Apartment,Perungudi,Chennai,700 ,"7,999", 55.99 L,Under Construction,AGENT
1687,ProptigerAGENT0,2 BHK,Apartment,Perungudi,Chennai,1000 ,"7,999", 79.99 L,Under Construction,AGENT
1688,ProptigerAGENT0,3 BHK,Apartment,Perungudi,Chennai,1250 ,"7,999", 99.98 L,Under Construction,AGENT
1689,ProptigerAGENT0,2 BHK,Apartment,Perungudi,Chennai,869 ,"7,999", 69.51 L,Under Construction,AGENT
1690,ProptigerAGENT0,3 BHK,Apartment,Perungudi,Chennai,1005 ,"7,999", 80.38 L,Under Construction,AGENT
1691,ProptigerAGENT0,2 BHK,Apartment,Perungudi,Chennai,1184 ,"7,999", 94.7 L,Under Construction,AGENT
1692,ProptigerAGENT0,2 BHK,Apartment,Perungudi,Chennai,1187 ,"7,999", 94.94 L,Under Construction,AGENT
1693,ProptigerAGENT0,2 BHK,Apartment,Perungudi,Chennai,1188 ,"7,999", 95.02 L,Under Construction,AGENT
1694,ProptigerAGENT0,2 BHK,Apartment,Perungudi,Chennai,1222 ,"7,999", 97.74 L,Under Construction,AGENT
1695,ProptigerAGENT0,3 BHK,Apartment,Perungudi,Chennai,1629 ,"7,999", 1.3 Cr,Under Construction,AGENT
1696,ProptigerAGENT0,3 BHK,Apartment,Perungudi,Chennai,1638 ,"7,999", 1.31 Cr,Under Construction,AGENT
1697,ProptigerAGENT0,3 BHK,Apartment,Perungudi,Chennai,1723 ,"7,999", 1.37 Cr,Under Construction,AGENT
1698,ProptigerAGENT0,3 BHK,Apartment,Perungudi,Chennai,1734 ,"7,999", 1.38 Cr,Under Construction,AGENT
1699,ProptigerAGENT0,2 BHK,Apartment,Porur,Chennai,968 ,"5,099", 69 L,Under Construction,AGENT
1700,ProptigerAGENT0,3 BHK,Apartment,Porur,Chennai,1213 ,"5,099", 80 L,Under Construction,AGENT
